"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2019-04-03","1,621.77","1,614.47","1,622.19","1,607.62","1.29B","0.63%"
"2019-04-02","1,611.69","1,632.03","1,632.03","1,611.26","1.34B","-0.25%"
"2019-04-01","1,615.81","1,612.13","1,624.43","1,611.71","1.42B","1.52%"
"2019-03-29","1,591.64","1,595.58","1,597.66","1,588.12","1.17B","0.56%"
"2019-03-28","1,582.85","1,595.09","1,595.62","1,577.15","1.22B","-1.66%"
"2019-03-27","1,609.49","1,606.78","1,610.17","1,598.10","1.31B","-0.52%"
"2019-03-26","1,617.94","1,592.59","1,618.40","1,591.79","1.74B","2.57%"
"2019-03-25","1,577.41","1,593.30","1,593.40","1,571.74","1.33B","-2.45%"
"2019-03-22","1,617.11","1,617.38","1,618.14","1,610.09","1.37B","0.17%"
"2019-03-20","1,614.39","1,609.30","1,614.60","1,607.99","1.15B","0.26%"
"2019-03-19","1,610.23","1,612.36","1,612.36","1,601.73","1.10B","-0.21%"
"2019-03-18","1,613.68","1,610.74","1,613.69","1,604.47","1.03B","0.69%"
"2019-03-15","1,602.63","1,595.02","1,607.10","1,594.39","1.48B","0.90%"
"2019-03-14","1,588.29","1,603.32","1,606.37","1,588.29","1.13B","-0.24%"
"2019-03-13","1,592.07","1,600.73","1,604.58","1,585.79","1.23B","-0.84%"
"2019-03-12","1,605.48","1,596.40","1,612.08","1,595.92","1.23B","1.52%"
"2019-03-11","1,581.44","1,574.31","1,582.72","1,570.58","1.05B","0.57%"
"2019-03-08","1,572.44","1,588.15","1,590.56","1,570.39","1.67B","-1.82%"
"2019-03-07","1,601.66","1,604.85","1,605.92","1,597.42","1.25B","-0.84%"
"2019-03-06","1,615.25","1,617.00","1,617.39","1,612.28","1.02B","-0.25%"
"2019-03-05","1,619.23","1,618.35","1,621.79","1,612.78","1.11B","-0.51%"
"2019-03-04","1,627.59","1,629.43","1,629.88","1,622.38","1.13B","0.73%"
"2019-03-01","1,615.72","1,612.47","1,618.71","1,611.00","1.15B","0.50%"
"2019-02-28","1,607.66","1,618.20","1,618.20","1,606.98","1.30B","-0.79%"
"2019-02-27","1,620.42","1,619.40","1,623.37","1,619.38","1.24B","0.20%"
"2019-02-26","1,617.20","1,622.33","1,624.42","1,612.23","1.08B","-0.23%"
"2019-02-25","1,620.87","1,619.61","1,623.13","1,616.94","1.06B","0.71%"
"2019-02-22","1,609.52","1,605.99","1,610.63","1,603.02","988.67M","-0.25%"
"2019-02-21","1,613.50","1,612.88","1,619.57","1,605.05","1.20B","0.00%"
"2019-02-20","1,613.47","1,609.72","1,617.10","1,605.96","1.17B","0.43%"
"2019-02-19","1,606.52","1,599.65","1,607.16","1,599.16","1.07B","0.28%"
"2019-02-18","1,601.96","1,599.33","1,603.22","1,596.08","1.19B","1.56%"
"2019-02-15","1,577.29","1,580.00","1,580.79","1,569.22","1.28B","-0.79%"
"2019-02-14","1,589.81","1,589.43","1,596.28","1,586.90","1.35B","0.03%"
"2019-02-13","1,589.33","1,582.64","1,591.72","1,578.09","1.41B","1.06%"
"2019-02-12","1,572.60","1,547.56","1,575.52","1,545.28","1.46B","2.16%"
"2019-02-08","1,539.40","1,552.70","1,553.39","1,536.65","1.46B","-1.89%"
"2019-02-07","1,569.03","1,577.35","1,578.52","1,563.30","1.25B","-0.83%"
"2019-02-06","1,582.13","1,587.49","1,591.59","1,580.88","1.25B","-0.05%"
"2019-02-05","1,582.88","1,588.24","1,589.71","1,580.41","1.23B","0.10%"
"2019-02-04","1,581.33","1,570.36","1,583.04","1,570.36","1.33B","1.07%"
"2019-02-01","1,564.63","1,565.63","1,576.02","1,562.88","1.42B","-0.18%"
"2019-01-31","1,567.49","1,570.63","1,574.76","1,561.12","1.36B","1.08%"
"2019-01-30","1,550.76","1,559.22","1,559.95","1,549.62","1.44B","-0.41%"
"2019-01-29","1,557.09","1,548.46","1,559.19","1,541.66","1.18B","0.10%"
"2019-01-28","1,555.51","1,563.61","1,564.93","1,554.66","1.07B","-0.68%"
"2019-01-25","1,566.10","1,553.49","1,570.88","1,553.43","1.33B","0.87%"
"2019-01-24","1,552.60","1,540.72","1,552.77","1,538.04","1.15B","0.36%"
"2019-01-23","1,547.03","1,545.56","1,556.45","1,543.44","1.15B","-0.60%"
"2019-01-22","1,556.43","1,570.29","1,572.28","1,552.91","1.01B","-0.63%"
"2019-01-21","1,566.37","1,572.94","1,574.86","1,563.79","1.13B","0.56%"
"2019-01-18","1,557.59","1,547.09","1,562.64","1,546.83","1.15B","0.93%"
"2019-01-17","1,543.20","1,546.48","1,549.42","1,537.83","1.15B","0.35%"
"2019-01-16","1,537.77","1,543.17","1,543.44","1,529.85","1.21B","-0.32%"
"2019-01-15","1,542.72","1,521.83","1,544.78","1,518.75","1.35B","0.85%"
"2019-01-11","1,529.73","1,531.72","1,535.03","1,525.84","1.30B","0.51%"
"2019-01-10","1,522.01","1,523.01","1,527.82","1,514.72","1.31B","-0.85%"
"2019-01-09","1,535.11","1,533.20","1,539.47","1,531.44","1.31B","1.10%"
"2019-01-08","1,518.43","1,520.93","1,529.80","1,515.23","1.55B","0.39%"
"2019-01-07","1,512.53","1,499.42","1,521.48","1,497.97","1.42B","2.81%"
"2019-01-04","1,471.16","1,468.42","1,473.11","1,446.48","1.55B","-1.53%"
"2018-12-28","1,494.09","1,490.71","1,499.61","1,486.31","1.20B","-0.50%"
"2018-12-27","1,501.63","1,460.21","1,508.46","1,459.78","1.58B","4.90%"
"2018-12-26","1,431.47","1,425.01","1,443.87","1,408.89","1.39B","1.12%"
"2018-12-25","1,415.55","1,460.65","1,460.65","1,412.90","1.72B","-4.88%"
"2018-12-21","1,488.19","1,509.15","1,509.83","1,479.23","2.07B","-1.91%"
"2018-12-20","1,517.16","1,544.42","1,550.93","1,512.11","1.82B","-2.51%"
"2018-12-19","1,556.15","1,560.82","1,564.18","1,546.99","1.74B","-0.41%"
"2018-12-18","1,562.51","1,575.74","1,579.65","1,562.51","1.63B","-1.99%"
"2018-12-17","1,594.20","1,592.70","1,602.29","1,590.97","1.36B","0.13%"
"2018-12-14","1,592.16","1,609.93","1,614.93","1,590.48","1.87B","-1.51%"
"2018-12-13","1,616.65","1,615.43","1,623.37","1,609.90","1.33B","0.62%"
"2018-12-12","1,606.61","1,589.44","1,608.49","1,587.91","1.48B","1.99%"
"2018-12-11","1,575.31","1,592.71","1,592.71","1,572.33","1.48B","-0.91%"
"2018-12-10","1,589.81","1,596.96","1,599.50","1,586.99","1.38B","-1.89%"
"2018-12-07","1,620.45","1,621.13","1,625.36","1,607.65","1.37B","0.61%"
"2018-12-06","1,610.60","1,629.45","1,633.64","1,599.92","1.51B","-1.82%"
"2018-12-05","1,640.49","1,625.42","1,645.25","1,623.30","1.46B","-0.53%"
"2018-12-04","1,649.20","1,685.72","1,686.69","1,648.95","1.55B","-2.36%"
"2018-12-03","1,689.05","1,687.77","1,696.14","1,682.61","1.34B","1.30%"
"2018-11-30","1,667.45","1,660.11","1,669.95","1,660.05","1.82B","0.48%"
"2018-11-29","1,659.47","1,667.16","1,671.73","1,659.47","1.30B","0.35%"
"2018-11-28","1,653.66","1,649.10","1,654.79","1,642.28","1.39B","0.58%"
"2018-11-27","1,644.16","1,643.16","1,647.45","1,635.98","1.33B","0.73%"
"2018-11-26","1,632.20","1,627.96","1,635.91","1,623.06","1.34B","0.20%"
"2018-11-22","1,628.96","1,620.17","1,630.39","1,614.01","1.20B","0.81%"
"2018-11-21","1,615.89","1,602.75","1,618.67","1,598.54","1.39B","-0.60%"
"2018-11-20","1,625.67","1,621.90","1,631.25","1,618.69","1.43B","-0.73%"
"2018-11-19","1,637.61","1,627.96","1,640.73","1,627.96","1.29B","0.51%"
"2018-11-16","1,629.30","1,640.75","1,645.77","1,627.78","1.42B","-0.59%"
"2018-11-15","1,638.97","1,631.18","1,639.49","1,627.92","1.50B","-0.14%"
"2018-11-14","1,641.26","1,640.98","1,649.97","1,637.59","1.43B","0.17%"
"2018-11-13","1,638.45","1,644.89","1,644.89","1,619.82","1.61B","-2.00%"
"2018-11-12","1,671.95","1,663.89","1,677.00","1,659.33","1.23B","-0.06%"
"2018-11-09","1,672.98","1,680.54","1,686.84","1,670.51","1.45B","-0.49%"
"2018-11-08","1,681.25","1,677.43","1,687.68","1,675.72","1.54B","1.74%"
"2018-11-07","1,652.43","1,662.41","1,679.04","1,645.33","1.68B","-0.42%"
"2018-11-06","1,659.35","1,646.42","1,663.37","1,646.21","1.34B","1.16%"
"2018-11-05","1,640.39","1,644.88","1,650.91","1,637.75","1.49B","-1.11%"
"2018-11-02","1,658.76","1,637.99","1,662.66","1,629.75","1.82B","1.64%"
"2018-11-01","1,632.05","1,647.10","1,647.10","1,628.15","1.78B","-0.85%"
"2018-10-31","1,646.12","1,622.03","1,646.12","1,617.93","1.81B","2.15%"
"2018-10-30","1,611.46","1,584.07","1,618.79","1,584.07","2.21B","1.38%"
"2018-10-29","1,589.56","1,605.16","1,612.81","1,587.79","1.37B","-0.40%"
"2018-10-26","1,596.01","1,614.98","1,615.44","1,581.56","1.70B","-0.31%"
"2018-10-25","1,600.92","1,622.03","1,624.51","1,597.51","1.64B","-3.10%"
"2018-10-24","1,652.07","1,661.29","1,662.25","1,638.69","1.42B","0.08%"
"2018-10-23","1,650.72","1,681.25","1,681.30","1,650.01","1.41B","-2.63%"
"2018-10-22","1,695.31","1,680.61","1,700.26","1,674.39","1.14B","0.15%"
"2018-10-19","1,692.85","1,684.15","1,694.89","1,676.68","1.28B","-0.69%"
"2018-10-18","1,704.64","1,718.14","1,718.88","1,702.65","1.23B","-0.54%"
"2018-10-17","1,713.87","1,708.74","1,717.93","1,705.03","1.29B","1.54%"
"2018-10-16","1,687.91","1,675.15","1,688.11","1,672.02","1.26B","0.74%"
"2018-10-15","1,675.44","1,690.73","1,692.84","1,675.38","1.40B","-1.59%"
"2018-10-12","1,702.45","1,689.50","1,704.97","1,687.18","1.69B","0.03%"
"2018-10-11","1,701.86","1,729.81","1,730.41","1,694.76","1.95B","-3.52%"
"2018-10-10","1,763.86","1,767.89","1,774.45","1,755.33","1.35B","0.16%"
"2018-10-09","1,761.12","1,777.96","1,779.33","1,757.37","1.57B","-1.76%"
"2018-10-05","1,792.65","1,790.78","1,800.31","1,788.64","1.49B","-0.47%"
"2018-10-04","1,801.19","1,818.27","1,818.81","1,797.87","1.59B","-0.09%"
"2018-10-03","1,802.73","1,820.56","1,824.10","1,802.06","1.46B","-1.17%"
"2018-10-02","1,824.03","1,829.49","1,838.30","1,821.24","1.47B","0.33%"
"2018-10-01","1,817.96","1,814.05","1,823.72","1,809.56","1.21B","0.04%"
"2018-09-28","1,817.25","1,817.81","1,828.23","1,811.48","1.56B","0.95%"
"2018-09-27","1,800.11","1,817.24","1,825.09","1,799.50","1.39B","-1.18%"
"2018-09-26","1,821.67","1,810.65","1,822.04","1,808.31","1.49B","-0.04%"
"2018-09-25","1,822.44","1,805.71","1,822.44","1,803.76","1.84B","1.02%"
"2018-09-21","1,804.02","1,798.77","1,807.67","1,795.31","2.08B","0.92%"
"2018-09-20","1,787.60","1,793.56","1,793.83","1,781.04","1.67B","0.11%"
"2018-09-19","1,785.66","1,781.86","1,792.61","1,779.03","1.60B","1.46%"
"2018-09-18","1,759.88","1,725.88","1,762.80","1,725.64","1.58B","1.81%"
"2018-09-14","1,728.61","1,721.68","1,730.27","1,720.70","1.73B","1.09%"
"2018-09-13","1,710.02","1,694.87","1,716.42","1,694.38","1.35B","1.11%"
"2018-09-12","1,691.32","1,701.17","1,702.67","1,683.62","1.46B","-0.45%"
"2018-09-11","1,698.91","1,690.52","1,700.33","1,689.03","1.34B","0.67%"
"2018-09-10","1,687.61","1,680.36","1,692.85","1,679.88","1.12B","0.20%"
"2018-09-07","1,684.31","1,683.71","1,686.37","1,673.92","1.31B","-0.48%"
"2018-09-06","1,692.41","1,697.16","1,700.04","1,690.01","1.28B","-0.74%"
"2018-09-05","1,704.96","1,713.83","1,714.51","1,701.27","1.23B","-0.77%"
"2018-09-04","1,718.24","1,721.95","1,724.01","1,713.54","1.06B","-0.12%"
"2018-09-03","1,720.31","1,730.77","1,731.86","1,715.99","1.08B","-0.87%"
"2018-08-31","1,735.35","1,728.13","1,739.88","1,726.98","1.30B","-0.22%"
"2018-08-30","1,739.14","1,749.19","1,749.72","1,736.60","1.40B","-0.03%"
"2018-08-29","1,739.60","1,732.96","1,745.12","1,732.95","1.13B","0.46%"
"2018-08-28","1,731.63","1,741.26","1,744.06","1,731.63","1.20B","0.16%"
"2018-08-27","1,728.95","1,716.80","1,731.62","1,715.24","1.05B","1.16%"
"2018-08-24","1,709.20","1,707.08","1,709.36","1,701.59","983.77M","0.65%"
"2018-08-23","1,698.22","1,700.54","1,702.71","1,695.57","1.08B","-0.01%"
"2018-08-22","1,698.37","1,686.61","1,700.80","1,684.14","1.12B","0.77%"
"2018-08-21","1,685.42","1,686.25","1,693.80","1,679.95","1.07B","-0.40%"
"2018-08-20","1,692.15","1,692.74","1,697.03","1,688.38","983.22M","-0.32%"
"2018-08-17","1,697.53","1,696.59","1,700.30","1,692.34","1.12B","0.62%"
"2018-08-16","1,687.15","1,681.09","1,692.52","1,667.95","1.55B","-0.64%"
"2018-08-15","1,698.03","1,713.86","1,714.92","1,690.92","1.24B","-0.76%"
"2018-08-14","1,710.95","1,693.54","1,711.17","1,692.14","1.21B","1.63%"
"2018-08-13","1,683.50","1,706.72","1,707.31","1,681.80","1.52B","-2.13%"
"2018-08-10","1,720.16","1,739.41","1,739.41","1,718.47","1.51B","-1.15%"
"2018-08-09","1,740.16","1,739.99","1,743.61","1,732.24","1.31B","-0.26%"
"2018-08-08","1,744.71","1,747.65","1,756.31","1,742.87","1.45B","-0.08%"
"2018-08-07","1,746.05","1,733.22","1,746.05","1,731.99","1.32B","0.76%"
"2018-08-06","1,732.90","1,742.97","1,747.43","1,731.32","1.35B","-0.56%"
"2018-08-03","1,742.58","1,755.75","1,755.86","1,740.93","1.40B","-0.54%"
"2018-08-02","1,752.09","1,768.26","1,774.34","1,749.86","1.64B","-1.00%"
"2018-08-01","1,769.76","1,762.92","1,772.81","1,756.98","1.77B","0.94%"
"2018-07-31","1,753.29","1,764.01","1,768.76","1,749.37","1.97B","-0.84%"
"2018-07-30","1,768.15","1,770.48","1,772.60","1,764.10","1.45B","-0.43%"
"2018-07-27","1,775.76","1,770.47","1,775.76","1,767.67","1.38B","0.57%"
"2018-07-26","1,765.78","1,766.91","1,770.35","1,761.56","1.25B","0.70%"
"2018-07-25","1,753.48","1,752.62","1,757.47","1,751.83","1.14B","0.38%"
"2018-07-24","1,746.86","1,749.10","1,751.16","1,743.50","1.25B","0.47%"
"2018-07-23","1,738.70","1,736.10","1,748.06","1,735.74","1.40B","-0.36%"
"2018-07-20","1,744.98","1,747.48","1,755.82","1,735.56","1.26B","-0.26%"
"2018-07-19","1,749.59","1,754.25","1,760.35","1,749.25","1.21B","-0.09%"
"2018-07-18","1,751.21","1,759.88","1,761.24","1,749.35","1.15B","0.35%"
"2018-07-17","1,745.05","1,734.56","1,753.93","1,731.84","1.40B","0.87%"
"2018-07-13","1,730.07","1,721.01","1,734.22","1,717.07","1.28B","1.19%"
"2018-07-12","1,709.68","1,708.08","1,715.48","1,705.92","1.19B","0.46%"
"2018-07-11","1,701.88","1,703.52","1,706.31","1,688.36","1.37B","-0.83%"
"2018-07-10","1,716.13","1,723.84","1,731.21","1,716.13","1.52B","0.25%"
"2018-07-09","1,711.79","1,697.06","1,713.38","1,695.88","1.22B","1.20%"
"2018-07-06","1,691.54","1,685.50","1,697.60","1,683.98","1.39B","0.92%"
"2018-07-05","1,676.20","1,690.12","1,691.08","1,671.95","1.40B","-1.01%"
"2018-07-04","1,693.25","1,686.47","1,698.39","1,684.40","1.31B","0.03%"
"2018-07-03","1,692.80","1,701.20","1,703.02","1,681.06","1.48B","-0.15%"
"2018-07-02","1,695.29","1,725.55","1,730.03","1,694.02","1.37B","-2.06%"
"2018-06-29","1,730.89","1,729.71","1,732.10","1,717.88","1.29B","0.23%"
"2018-06-28","1,727.00","1,726.29","1,728.43","1,716.12","1.40B","-0.26%"
"2018-06-27","1,731.45","1,730.48","1,735.35","1,723.06","1.37B","0.02%"
"2018-06-26","1,731.07","1,717.27","1,732.82","1,711.75","1.35B","0.16%"
"2018-06-25","1,728.27","1,747.84","1,748.16","1,726.12","1.20B","-0.95%"
"2018-06-22","1,744.83","1,734.44","1,745.77","1,732.51","1.59B","-0.33%"
"2018-06-21","1,750.63","1,750.69","1,758.74","1,747.47","1.40B","-0.12%"
"2018-06-20","1,752.75","1,745.01","1,755.03","1,728.49","1.59B","0.51%"
"2018-06-19","1,743.92","1,763.46","1,768.53","1,743.92","1.49B","-1.55%"
"2018-06-18","1,771.43","1,784.37","1,784.37","1,764.99","1.35B","-0.98%"
"2018-06-15","1,789.04","1,793.52","1,793.80","1,785.43","1.68B","0.29%"
"2018-06-14","1,783.89","1,791.65","1,794.40","1,783.89","1.50B","-0.92%"
"2018-06-13","1,800.37","1,794.43","1,802.94","1,794.39","1.20B","0.42%"
"2018-06-12","1,792.82","1,798.98","1,801.19","1,786.64","1.24B","0.33%"
"2018-06-11","1,786.84","1,781.46","1,790.73","1,778.62","1.13B","0.30%"
"2018-06-08","1,781.44","1,782.06","1,792.43","1,781.44","1.61B","-0.42%"
"2018-06-07","1,789.01","1,786.61","1,790.23","1,784.56","1.43B","0.64%"
"2018-06-06","1,777.59","1,774.89","1,780.42","1,771.94","1.39B","0.15%"
"2018-06-05","1,774.96","1,779.56","1,782.64","1,770.93","1.55B","0.02%"
"2018-06-04","1,774.69","1,765.77","1,778.23","1,764.22","1.48B","1.46%"
"2018-06-01","1,749.17","1,742.65","1,756.58","1,739.85","1.61B","0.10%"
"2018-05-31","1,747.45","1,746.92","1,750.49","1,740.71","2.26B","0.65%"
"2018-05-30","1,736.13","1,738.54","1,740.89","1,731.28","1.59B","-1.46%"
"2018-05-29","1,761.85","1,766.71","1,769.07","1,755.19","1.31B","-0.48%"
"2018-05-28","1,770.42","1,771.50","1,775.76","1,766.23","1.06B","-0.07%"
"2018-05-25","1,771.70","1,770.02","1,775.71","1,766.56","1.33B","-0.22%"
"2018-05-24","1,775.65","1,790.77","1,792.02","1,771.83","1.54B","-1.21%"
"2018-05-23","1,797.31","1,803.67","1,810.84","1,791.72","1.49B","-0.68%"
"2018-05-22","1,809.57","1,813.41","1,813.41","1,807.73","1.28B","-0.23%"
"2018-05-21","1,813.75","1,815.23","1,819.74","1,812.86","1.29B","-0.08%"
"2018-05-18","1,815.25","1,812.91","1,816.44","1,808.20","1.30B","0.38%"
"2018-05-17","1,808.37","1,807.47","1,811.93","1,805.10","1.47B","0.45%"
"2018-05-16","1,800.35","1,799.15","1,806.27","1,798.58","1.63B","-0.27%"
"2018-05-15","1,805.15","1,808.70","1,812.30","1,804.11","1.73B","-0.04%"
"2018-05-14","1,805.92","1,792.95","1,807.01","1,791.59","1.52B","0.61%"
"2018-05-11","1,794.96","1,781.42","1,795.55","1,780.45","1.66B","0.98%"
"2018-05-10","1,777.62","1,777.22","1,779.08","1,772.00","1.54B","0.27%"
"2018-05-09","1,772.91","1,776.59","1,778.23","1,767.87","1.73B","-0.39%"
"2018-05-08","1,779.82","1,772.37","1,785.04","1,772.01","1.66B","0.37%"
"2018-05-07","1,773.18","1,774.26","1,774.29","1,764.11","1.48B","0.09%"
"2018-05-02","1,771.52","1,776.89","1,776.89","1,768.18","1.45B","-0.15%"
"2018-05-01","1,774.18","1,774.36","1,775.14","1,767.57","1.77B","-0.17%"
"2018-04-27","1,777.23","1,778.56","1,780.38","1,771.58","1.88B","0.29%"
"2018-04-26","1,772.13","1,772.90","1,774.28","1,768.02","1.52B","0.25%"
"2018-04-25","1,767.73","1,758.81","1,769.32","1,756.45","1.42B","-0.11%"
"2018-04-24","1,769.75","1,762.87","1,770.30","1,756.39","1.47B","1.08%"
"2018-04-23","1,750.79","1,753.16","1,757.46","1,749.04","1.34B","-0.02%"
"2018-04-20","1,751.13","1,748.41","1,756.79","1,745.28","1.42B","0.05%"
"2018-04-19","1,750.18","1,756.57","1,761.61","1,748.93","1.58B","0.03%"
"2018-04-18","1,749.67","1,733.74","1,751.65","1,733.06","1.46B","1.14%"
"2018-04-17","1,729.98","1,733.38","1,737.92","1,726.68","1.35B","-0.36%"
"2018-04-16","1,736.22","1,732.09","1,737.57","1,729.04","1.31B","0.40%"
"2018-04-13","1,729.36","1,728.15","1,735.82","1,724.93","1.53B","0.63%"
"2018-04-12","1,718.52","1,723.51","1,725.48","1,717.52","1.31B","-0.39%"
"2018-04-11","1,725.30","1,735.73","1,735.73","1,725.30","1.53B","-0.38%"
"2018-04-10","1,731.94","1,720.97","1,742.40","1,717.77","1.47B","0.35%"
"2018-04-09","1,725.88","1,716.28","1,730.55","1,715.55","1.39B","0.38%"
"2018-04-06","1,719.30","1,723.59","1,732.15","1,719.30","1.47B","-0.31%"
"2018-04-05","1,724.61","1,719.81","1,732.32","1,711.94","1.55B","1.08%"
"2018-04-04","1,706.13","1,710.04","1,711.88","1,699.48","1.52B","0.14%"
"2018-04-03","1,703.80","1,690.35","1,707.81","1,687.00","1.31B","-0.29%"
"2018-04-02","1,708.78","1,716.32","1,723.82","1,708.78","956.73M","-0.44%"
"2018-03-30","1,716.30","1,718.03","1,721.04","1,708.27","1.14B","0.72%"
"2018-03-29","1,704.00","1,713.31","1,714.23","1,688.71","1.32B","0.26%"
"2018-03-28","1,699.56","1,683.56","1,699.69","1,677.08","1.41B","-1.02%"
"2018-03-27","1,717.13","1,687.19","1,717.13","1,685.65","1.64B","2.74%"
"2018-03-26","1,671.32","1,649.60","1,671.32","1,645.16","1.58B","0.38%"
"2018-03-23","1,664.94","1,696.34","1,696.34","1,661.23","1.91B","-3.62%"
"2018-03-22","1,727.39","1,711.02","1,727.86","1,710.95","1.39B","0.65%"
"2018-03-20","1,716.29","1,708.03","1,716.45","1,702.40","1.18B","-0.21%"
"2018-03-19","1,719.97","1,729.60","1,735.12","1,714.00","1.21B","-0.96%"
"2018-03-16","1,736.63","1,747.27","1,747.27","1,733.82","1.39B","-0.40%"
"2018-03-15","1,743.60","1,737.57","1,745.70","1,727.44","1.17B","0.02%"
"2018-03-14","1,743.21","1,738.72","1,746.46","1,737.81","1.16B","-0.45%"
"2018-03-13","1,751.03","1,734.31","1,751.03","1,731.58","1.22B","0.56%"
"2018-03-12","1,741.30","1,740.67","1,746.39","1,733.06","1.25B","1.51%"
"2018-03-09","1,715.48","1,726.99","1,741.16","1,707.51","1.75B","0.32%"
"2018-03-08","1,709.95","1,720.00","1,720.00","1,704.96","1.23B","0.35%"
"2018-03-07","1,703.96","1,705.63","1,722.88","1,702.97","1.47B","-0.72%"
"2018-03-06","1,716.30","1,718.97","1,728.47","1,714.47","1.29B","1.27%"
"2018-03-05","1,694.79","1,697.11","1,704.94","1,687.29","1.51B","-0.79%"
"2018-03-02","1,708.34","1,711.46","1,714.78","1,700.65","1.60B","-1.83%"
"2018-03-01","1,740.20","1,754.43","1,754.53","1,735.56","1.52B","-1.59%"
"2018-02-28","1,768.24","1,783.88","1,791.58","1,768.24","1.54B","-1.23%"
"2018-02-27","1,790.34","1,790.62","1,794.92","1,785.28","1.33B","0.88%"
"2018-02-26","1,774.81","1,774.76","1,779.73","1,768.81","1.24B","0.81%"
"2018-02-23","1,760.53","1,749.75","1,761.02","1,747.51","1.20B","0.82%"
"2018-02-22","1,746.17","1,749.85","1,750.33","1,737.58","1.35B","-0.88%"
"2018-02-21","1,761.61","1,764.67","1,772.31","1,753.02","1.38B","-0.05%"
"2018-02-20","1,762.45","1,767.96","1,768.28","1,752.75","1.24B","-0.72%"
"2018-02-19","1,775.15","1,753.15","1,775.15","1,750.13","1.29B","2.17%"
"2018-02-16","1,737.37","1,729.17","1,747.60","1,725.31","1.43B","1.05%"
"2018-02-15","1,719.27","1,719.83","1,728.12","1,712.23","1.57B","0.97%"
"2018-02-14","1,702.72","1,719.16","1,725.50","1,691.65","1.84B","-0.82%"
"2018-02-13","1,716.78","1,751.23","1,751.23","1,713.96","1.96B","-0.88%"
"2018-02-09","1,731.97","1,733.02","1,733.53","1,708.10","2.14B","-1.91%"
"2018-02-08","1,765.69","1,758.84","1,772.38","1,752.70","1.82B","0.90%"
"2018-02-07","1,749.91","1,775.42","1,803.91","1,749.58","2.34B","0.37%"
"2018-02-06","1,743.41","1,788.85","1,790.08","1,707.07","3.16B","-4.40%"
"2018-02-05","1,823.74","1,837.56","1,842.17","1,821.01","1.88B","-2.17%"
"2018-02-02","1,864.20","1,863.82","1,867.88","1,848.83","1.70B","-0.33%"
"2018-02-01","1,870.44","1,849.53","1,870.94","1,847.01","1.82B","1.84%"
"2018-01-31","1,836.71","1,850.19","1,859.62","1,836.68","1.82B","-1.15%"
"2018-01-30","1,858.13","1,878.73","1,879.34","1,853.05","1.70B","-1.19%"
"2018-01-29","1,880.45","1,881.38","1,889.11","1,877.70","1.33B","0.06%"
"2018-01-26","1,879.39","1,889.46","1,892.46","1,878.89","1.53B","-0.27%"
"2018-01-25","1,884.56","1,887.59","1,893.15","1,882.57","1.56B","-0.88%"
"2018-01-24","1,901.23","1,904.83","1,908.54","1,898.34","1.52B","-0.51%"
"2018-01-23","1,911.07","1,900.26","1,911.31","1,898.57","1.42B","1.01%"
"2018-01-22","1,891.92","1,890.78","1,891.92","1,884.63","1.34B","0.12%"
"2018-01-19","1,889.74","1,885.15","1,890.41","1,882.26","1.39B","0.69%"
"2018-01-18","1,876.86","1,906.39","1,906.39","1,874.78","1.82B","-0.74%"
"2018-01-17","1,890.82","1,883.92","1,892.12","1,882.30","1.54B","-0.18%"
"2018-01-16","1,894.25","1,883.87","1,894.29","1,882.21","1.32B","0.55%"
"2018-01-15","1,883.90","1,888.63","1,892.00","1,882.78","1.42B","0.41%"
"2018-01-12","1,876.24","1,886.48","1,886.48","1,872.86","1.70B","-0.63%"
"2018-01-11","1,888.09","1,882.71","1,888.09","1,877.65","1.58B","-0.21%"
"2018-01-10","1,892.11","1,888.83","1,894.57","1,888.30","1.59B","0.15%"
"2018-01-09","1,889.29","1,895.08","1,895.26","1,883.10","1.66B","0.48%"
"2018-01-05","1,880.34","1,873.82","1,880.34","1,869.78","1.68B","0.89%"
"2018-01-04","1,863.82","1,841.20","1,863.82","1,840.40","1.69B","2.55%"
